clip_id,audio_path,duration,n_sources,source_categories,source_captions,audio_natural,caption_accurate,notes
realmix_0144,audio/realmix_0144.wav,8.0,3,clapping | sneezing | vacuum_cleaner,"A man plays basketball indoors, dribbling the ball and movin | A deep, steady machine hum persists in a quiet, hard-surface | a metallic clink followed by the sudden and powerful roar of",,,
realmix_0145,audio/realmix_0145.wav,8.0,2,pouring_water | church_bells,"A quiet indoor environment is suddenly disrupted by a sharp, | This brief clip from The Beatles' ""I Saw Her Again"" (Hindi V",,,
realmix_0146,audio/realmix_0146.wav,8.0,2,toilet_flush | fireworks,"A high-pitched liquid pour into a glass container is suddenl | A heavy steel door closes firmly in a large, silent room wit",,,
realmix_0147,audio/realmix_0147.wav,8.0,3,hand_saw | sheep | chainsaw,"A hand saw is used to rip through soft material in a quiet,  | A solitary sheep emits a sustained, nasal bleat within a rur | The recording takes place in a quiet indoor setting, where a",,,
realmix_0148,audio/realmix_0148.wav,8.0,2,vacuum_cleaner | sheep,"A brief moment at the beginning of a 5-second video clip, wi | A cow moos twice in a quiet outdoor field with no background",,,
realmix_0149,audio/realmix_0149.wav,8.0,2,crackling_fire | airplane,"A sudden, loud metallic snap followed by the shattering of a | The audio captures the loud roar of a motorcycle engine comi",,,
realmix_0150,audio/realmix_0150.wav,8.0,3,clock_tick | dog | car_horn,"A quiet room with hard surfaces captures five distinct high- | A small dog emits a single, uninterrupted stream of extremel | A trumpet plays two loud, sustained notes from 0.00 to 2.32 ",,,
realmix_0151,audio/realmix_0151.wav,8.0,2,water_drops | crying_baby,"In this short, 5-second audio clip, there is a sudden digita | A baby cries loudly in a quiet room, close to the microphone",,,
realmix_0152,audio/realmix_0152.wav,8.0,3,car_horn | laughing | clapping,"A long, piercing blast of a train horn erupts in a vast, ech | A young woman laughs in a small, quiet room. | Sustained applause erupts in a grand hall with high ceilings",,,
realmix_0153,audio/realmix_0153.wav,8.0,3,pig | fireworks | glass_breaking,"A massive creature emits a succession of guttural, threateni | In a large, empty indoor environment with hard concrete and  | A faint electronic hiss fills a quiet indoor space, and sudd",,,
realmix_0154,audio/realmix_0154.wav,8.0,3,cow | snoring | keyboard_typing,"A cow emits a long, low-pitched moo in a rural outdoor setti | Two heavy objects, both made of wood and carrying a signific | A solitary individual methodically enters a password on a me",,,
realmix_0155,audio/realmix_0155.wav,8.0,3,rooster | toilet_flush | siren,"A rooster's loud, strained crow unfolds in a quiet rural yar | A sharp, clean whistle cuts through the quiet room, signalin | A piercing train whistle dominates the audio, signaling an u",,,
realmix_0156,audio/realmix_0156.wav,8.0,3,crying_baby | cat | crickets,"A young child wails loudly in a distressing, unfiltered mann | A cat emits a series of high-pitched, distressed yowls in a  | This five-second field recording offers an immersive acousti",,,
realmix_0157,audio/realmix_0157.wav,8.0,3,car_horn | drinking_sipping | breathing,"The audio features loud, brassy horns in a chaotic, open-air | The audio is a short, 4-second sample of a bottle filler wit | The sounds suggest a cat vocalizing, likely purring or meowi",,,
realmix_0158,audio/realmix_0158.wav,8.0,2,can_opening | washing_machine,"A quiet indoor space, like a kitchen or workshop, holds a fa | A large, uncontrolled metallic grinding sound begins and is ",,,
realmix_0159,audio/realmix_0159.wav,8.0,3,coughing | drinking_sipping | chainsaw,"A person repeatedly coughs in a quiet indoor room with notic | Three light, hard objects are placed on a solid surface in a | This intense, high-speed electric guitar riff cuts through t",,,
realmix_0160,audio/realmix_0160.wav,8.0,2,hen | mouse_click,"A chaotic burst of frantic, high-pitched clattering and scra | The audio captures a close-miked, detailed series of mechani",,,
realmix_0161,audio/realmix_0161.wav,8.0,2,coughing | chainsaw,"A lone cough in the middle of an otherwise empty room with n | The audio features a fast, aggressive engine revving with no",,,
realmix_0162,audio/realmix_0162.wav,8.0,2,door_wood_knock | fireworks,"A set of keys is dropped onto a hard surface inside a small, | A set of keys is dropped onto a hard surface in a quiet indo",,,
realmix_0163,audio/realmix_0163.wav,8.0,2,drinking_sipping | chainsaw,"The audio captures subtle details of someone drinking, inclu | The audio is one word: awesome.",,,
realmix_0164,audio/realmix_0164.wav,8.0,3,hand_saw | washing_machine | drinking_sipping,"The audio features the rhythmic shaking of keys, with 27 dis | A 3 kHz pure sine tone, steady for 300 ms, from a test oscil | A 4 seconds high-fidelity stereo audio captures a person dri",,,
realmix_0165,audio/realmix_0165.wav,8.0,2,water_drops | door_wood_knock,"The audio captures the delicate and rapid movement of keys b | A door knocks three times in a quiet indoor room, followed b",,,
realmix_0166,audio/realmix_0166.wav,8.0,3,frog | crickets | coughing,"A short, tense, and tense-sounding sequence of electronic bl | A calm outdoor night filled with the steady, high-pitched ch | A young woman in a quiet room suddenly coughs sharply three ",,,
realmix_0167,audio/realmix_0167.wav,8.0,3,engine | vacuum_cleaner | pouring_water,"The mechanical ratchet clicks and clatters while the metalli | A high-pitched electric blade runs at constant speed, emitti | There is no audio content in this clip. ASR transcription da",,,
realmix_0168,audio/realmix_0168.wav,8.0,2,dog | door_wood_creaks,"A loud, sharp bark from a small to medium dog breaks the sil | A tense domestic scene unfolds in a quiet kitchen, where sha",,,
realmix_0169,audio/realmix_0169.wav,8.0,2,cat | crickets,"A loud and piercing cat meow erupts suddenly in a quiet, con | There is a low, consistent hiss coming from electronic sourc",,,
realmix_0170,audio/realmix_0170.wav,8.0,2,sneezing | hen,"A quiet indoor space is pierced by a single, powerful sneeze | Chickens screech in panic.",,,
realmix_0171,audio/realmix_0171.wav,8.0,2,insects | mouse_click,"A low-pitched feline growl emerges abruptly from a domestic  | A quiet indoor space holds a low hum, until sharp clinking s",,,
realmix_0172,audio/realmix_0172.wav,8.0,2,crickets | fireworks,"A natural nighttime soundscape is dominated by the continuou | A firecracker explodes with a sharp *CRACK*, followed by the",,,
realmix_0173,audio/realmix_0173.wav,8.0,3,clapping | can_opening | pig,The audio contains no detectable content. | The audio is mostly silence until a sharp sound like a light | A high-fidelity stereo recording captured in an acoustically,,,
realmix_0174,audio/realmix_0174.wav,8.0,2,crow | door_wood_knock,"An enclosed indoor space is filled with abrupt, sharp scream | A series of deliberate percussive strikes unfolds in a quiet",,,
realmix_0175,audio/realmix_0175.wav,8.0,3,chirping_birds | crickets | engine,"A domestic interior with tile or hard flooring features a ba | A man is singing 'I said, I said I said I' | The audio captures machinery operating at the corner of an i",,,
realmix_0176,audio/realmix_0176.wav,8.0,2,insects | keyboard_typing,"A deep, resonant throaty rumble emerges from a distressed hu | In a small, acoustically dry kitchen with minimal ambient no",,,
realmix_0177,audio/realmix_0177.wav,8.0,2,door_wood_creaks | helicopter,"The deep, continuous rumble of an industrial printing press  | A deep low-frequency hum creates a calm and atmospheric back",,,
realmix_0178,audio/realmix_0178.wav,8.0,3,car_horn | footsteps | crickets,"A loud, brassy car horn blares at the front of an urban stre | In a spacious indoor gymnasium characterized by hard surface | A brief, crisp chorus of crickets, captured with clarity in ",,,
realmix_0179,audio/realmix_0179.wav,8.0,3,footsteps | can_opening | drinking_sipping,"A set of keys is dropped onto a hard countertop, producing t | A domestic kitchen scene with hard surfaces and moderate rev | This two-utterance clip stands as a singular artifact within",,,
realmix_0180,audio/realmix_0180.wav,8.0,3,sheep | cat | mouse_click,"A cow vocalizes clearly and repeatedly in a tranquil rural p | A cat meows once in a quiet, acoustically isolated environme | The sound is a series of four bright, metallic clicks with c",,,
realmix_0181,audio/realmix_0181.wav,8.0,3,sneezing | glass_breaking | breathing,"A quiet indoor setting with a single nasal inhalation sharpl | The audio is devoid of any sonic content, presenting complet | The audio captures a large animal producing a sustained, mou",,,
realmix_0182,audio/realmix_0182.wav,8.0,2,hand_saw | sneezing,"The kitchen drawer slides open with a loud screech that grin |  A person sneezes twice in a quiet indoor space, the sneezes",,,
realmix_0183,audio/realmix_0183.wav,8.0,2,cow | glass_breaking,"The audio features a sequence of five low-pitched, guttural, | A forceful metallic door slam reverberates through a quiet i",,,
realmix_0184,audio/realmix_0184.wav,8.0,3,wind | sheep | crying_baby,"A massive industrial fan dominates this brief 4.5-second aud | A train, marked by its deep rumbling noise, speed up by movi | A loud, sharp, repeating squawk from a chicken is heard clea",,,
realmix_0185,audio/realmix_0185.wav,8.0,3,keyboard_typing | chainsaw | drinking_sipping,"A person is rapidly typing on a mechanical keyboard with cri | A loud, continuous train horn blast sounds in a large, open  | The sound of small hard objects, like metal nails or washers",,,
realmix_0186,audio/realmix_0186.wav,8.0,2,pig | church_bells,"A quiet indoor setting, free of ambient noise and with dry a | A 4.5-second audio captures the deep, resonant tolling of fo",,,
realmix_0187,audio/realmix_0187.wav,8.0,3,crackling_fire | drinking_sipping | train,"A wood fire burning steadily with a background of a quiet sp | A man is heard in a quiet indoor setting, his heavy breaths  | The audio recording captured the dramatic crash of a steam l",,,
realmix_0188,audio/realmix_0188.wav,8.0,2,cat | crackling_fire,"A brief, low-fidelity recording of a single doorbell ring, m | A series of resonant metallic clanks from an industrial pres",,,
realmix_0189,audio/realmix_0189.wav,8.0,3,helicopter | glass_breaking | can_opening,"The audio features an abrupt and continuous low-frequency ru | A delicate ceramic dish shatters into sharp, scattered fragm | A set of keys is accidentally dropped twice into a hard-surf",,,
realmix_0190,audio/realmix_0190.wav,8.0,3,pouring_water | hen | mouse_click,"A close-mic recording captures a container being vigorously  | In a domestic kitchen, the rhythmic sound of a single dog’s  | Soft whisper and faint hum go together in a whispery breath",,,
realmix_0191,audio/realmix_0191.wav,8.0,2,fireworks | insects,"A heavy, resonant door slam occurs twice in a reverberant in | A refrigerator operates steadily in a quiet, acoustically is",,,
realmix_0192,audio/realmix_0192.wav,8.0,2,coughing | fireworks,"A single dry, forceful cough dominates the brief audio at th | The audio captures a scene of deliberate and rhythmic footfa",,,
realmix_0193,audio/realmix_0193.wav,8.0,2,clock_alarm | thunderstorm,"A mechanical device emits a brief, high-pitched buzzing soun | The audio captures a destructive sound event in a vast indus",,,
realmix_0194,audio/realmix_0194.wav,8.0,3,mouse_click | clapping | keyboard_typing,"The sound of a metal pan clinking together with a high-pitch | There is sustained, rhythmic clapping from multiple people i | A person types on a keyboard in a quiet indoor setting, prod",,,
realmix_0195,audio/realmix_0195.wav,8.0,3,snoring | hen | clapping,"A powerful, low-pitched growl with a rough, vibrating textur | A solitary metallic strike echoes through a quiet kitchen, i | The scene is set in a vast indoor space with hundreds of peo",,,
realmix_0196,audio/realmix_0196.wav,8.0,3,insects | snoring | sea_waves,"A quiet indoor space, like a kitchen or office, hosts a brie | The audio captures close-mic'd breathing with muffled exhala | The audio captures a large, hard-walled industrial environme",,,
realmix_0197,audio/realmix_0197.wav,8.0,2,church_bells | door_wood_knock,"A large cast bronze bell, likely from the London Clock Tower | A hollow-sounding door is subjected to rapid, forceful knock",,,
realmix_0198,audio/realmix_0198.wav,8.0,2,chainsaw | train,A high-performance sports car engine produces aggressive rev | A steady flow of vehicle engine sounds unfolds in an enclose,,,
realmix_0199,audio/realmix_0199.wav,8.0,3,siren | clock_tick | washing_machine,"A loud bagpipe plays a traditional tune in a lively outdoor  | The audio captures the sounds of an industrial setting, spec | A low-pitched, steady mechanical hum persists throughout the",,,
realmix_0200,audio/realmix_0200.wav,8.0,2,washing_machine | breathing,"A diesel engine idles steadily in the background, emitting a | A person is performing moderate physical exertion indoors, i",,,
